,source_text,polyphone,location,narrow_context,context,index,reading,gloss
439531,漢書,坐,19,京兆尹王章坐言事誅滅智,身立名者多禹死之後日日以衰及京兆尹王章坐言事誅滅智者結舌邪偽並興外戚顓命君臣隔,-1,,
310278,漢書,背,32,九郡都彭城背約更立沛公,春正月陽尊懐王為義帝實不用其命羽自立為西楚霸王王梁楚地九郡都彭城背,-1,,
446423,漢書,後,24,女媛以選充後宫為元帝昭,以先帝時事不復錄奉世有子男九人女四人長女媛以選充後宫為元帝昭儀産中山孝王元帝崩,-1,,
364203,漢書,所,29,之百姓豈有所歸心哉從此,説羽曰彭越彊劫外黄外黄恐故且降待大王大王至又皆阬之百姓豈有所歸心哉從此以東梁地十餘城皆恐莫肯下矣羽然其言乃赦外,0,s-qʰraʔ,place (n.); that which
329395,漢書,三,22,十六萬七千三百七十三見,萬一千九百一十一見中日法二千九百八十六萬七千三百七十三見月日法九百九十五萬五千七百九十,-1,,
433700,漢書,勝,26,為講學祭酒勝稱疾不應徵,下風俗将帥親奉羊酒存問勝明年莽遣使者即拜勝為講學祭酒勝稱疾不應徵後二年莽復遣使者奉璽書太子師友祭酒印綬安,-1,,
482445,漢書,所,21,都䕶但欽在所埓婁城置離,校尉刁䕶聞之召置離驗問辭服乃械致都䕶但欽在所埓婁城置離人民知其不還皆哭而送之至欽則斬置離置離兄輔國侯狐蘭支將置離衆二,0,s-qʰraʔ,place (n.); that which
445800,漢書,與,18,○按名父子與王吉傳賢父,之子育大將軍王鳳以育名父子○按名父子與王吉傳賢父子同猶云名父之子也蕭育杜陵男,-1,,
377141,漢書,陛,20,此天以臣授陛下陛下用臣,齊三萬户良曰始臣起下邳與上會留此天以臣授陛下陛下用臣計幸而時中臣願封留足矣不敢當三萬户廼封良為留侯與蕭,-1,,
435677,漢書,左,17,事滿昌博士左咸等五十三,雜議奏可於是光禄勲彭宣詹事滿昌博士左咸等五十三人皆以為繼祖宗以下,-1,,
315316,漢書,復,17,中令張武為復土將軍發近,騎將軍屬國悍為將屯將軍郎中令張武為復土將軍發近縣卒萬六千人發内史卒萬五千人藏郭穿復土屬將軍武賜諸侯王已,-1,,
444740,漢書,使,24,明詔遣繡衣使者以興兵擊,羣盜並起至攻城邑殺郡守充滿山谷吏不能禁明詔遣繡衣使者以興兵擊之誅者過半然後衰止愚以為此使死罪贖之敗也故曰不便時丞相魏相御史大,-1,,
416819,漢書,重,17,寐明不能燭重以不德是以,聞之朕奉先帝之休德夙興夜寐明不能燭重以不德是以比年凶葘害衆夫以𦕈𦕈之身託于王侯之上内有饑寒之民南夷相攘使邊,-1,,
364331,漢書,使,25,王羽聞之恐使武渉往説信,韓信破殺龍且追至成陽虜齊王廣信遂自立為齊王羽聞之恐使武渉往説信語在信傳時漢闗中兵益出食多羽兵食少漢王使侯公説羽羽廼與漢王約中分,-1,,
477950,漢書,反,24,船力攻燒敵反敺而入伏波,伏波廼為營遣使招降者賜印綬復縱令相招樓船力攻燒敵反敺而入伏波營中遲旦城中皆降,-1,,
451849,漢書,當,32,以怒増刑明當以賊傷人不,惡加詆欺輯小過成大辟陷死刑違明詔恐非法意不可施行聖王不以怒増刑明當以賊傷人不直况與謀者皆爵減完為城旦上以問公卿議臣丞相孔光,-1,,
485258,漢書,服,24,椒房儀制御服輿駕所發諸,伏放流之誅不足以塞責廼壬寅日大長秋受詔椒房儀制御服輿駕所發諸官署及所造作遺賜外家羣臣妾皆如竟寧以前故事妾伏自念入椒房以,-1,,
386452,漢書,鹽,30,爭陰謀今無鹽有大石自立,山有石自立開道躬與寵謀曰上亡繼嗣體久不平闗東諸侯心爭陰謀今無鹽有大石自立聞邪臣託往事以為,-1,,
396810,漢書,藉,26,在也而人皆藉吾弟令我百,后太后亦已使人候司具以語太后太后怒不食曰我在也而人皆藉吾弟令我百嵗後皆魚肉之乎且帝寜能為石人邪此特帝在即錄錄設百嵗後,-1,,
367687,漢書,下,21,酈食其已説下齊信欲止蒯,發者擊齊信引兵東未度平原聞漢王使酈食其已説下齊信欲止蒯通説信令擊齊語在通傳信然其計遂度河襲歴下軍至臨菑齊王走髙密使使於楚請救,-1,,
410793,漢書,上,23,深博有謀自上為太子時以,大將軍軍武庫令職閒無事欽所好也欽為人深博有謀自上為太子時以好色聞及即位皇太后詔采良家女欽因是說大將軍,-1,,
324497,漢書,載,20,子繼弟及歴載不墮豈無刑,伐况其廟乎是以燕齊之祀與周並傳子繼弟及歴載不墮豈無刑辟繇祖之竭力故支庶頼焉迹漢功臣亦皆割符世爵受山河,-1,,
352614,漢書,掘,17,后令自殺發掘帝祖母傅太,并誅外家丁傅又廢哀帝傅皇后令自殺發掘帝祖母傅太后母丁太后陵更以庶人葬之辜及至尊大臣微弱之禍也文公十一年敗狄于鹹榖,-1,,
479508,漢書,三,16,所二千七百三十里至莎車,三百五十人東北至都䕶治所二千七百三十里至莎車五百四十里至無雷五百四十里北至疏勒六,-1,,
317913,漢書,業,17,後嗣得遵洪業而有三代之,神紹周後號令文章煥焉可述後嗣得遵洪業而有三代之風如武帝之雄材大畧不改,-1,,
323660,漢書,王,28,成帝立定陶王為太子即立,山王○胡三省曰平帝入奉大宗故立成都以奉孝王後按成帝立定陶王為太子即立楚孝王孫景奉定陶恭王祀即此事所本也封,-1,,
456215,漢書,相,29,以相輔義以相匡同己之親,千乘之國而不能容其母弟春秋亦書而譏焉周召則不然忠以相輔義以相匡同己之親等己之尊不以聖徳獨兼國寵又不為長專受,-1,,
311203,漢書,乃,21,人擊公何苦乃與公挑戰羽,十也吾以義兵從諸侯誅殘賊使刑餘罪人擊公何苦乃與公挑戰羽大怒伏弩射中漢王漢王傷胸乃捫,-1,,
390540,漢書,削,21,者此也而史削之擇良日立,非有相臨之分尊卑之經也可為長太息者此也而史削之擇良日立諸子雒陽上東門,-1,,
422803,漢書,正,16,侯立舉咸方正為光禄大夫,不宜處位咸坐免頃之紅陽侯立舉咸方正為光禄大夫給事中方進復奏免之後數年立有罪就國方進奏歸咸故郡以憂死鄭𢎞字穉卿泰山剛人也兄昌,-1,,
426042,漢書,上,26,㧞刃欲格之上恐并中日磾,寳瑟僵日磾得抱何羅因傳曰莽何羅反上驚起左右㧞刃欲格之上恐并中日磾,-1,,
382078,漢書,下,17,之粟方船而下項王有背約,之用諸侯之兵四面而至蜀漢之粟方船而下項王有背約之名殺義帝之負於人之功無,-1,,
493242,漢書,舉,29,定劉都等謀舉兵發覺皆誅,者九月必殺汝莽收捕殺之治者掌寇大夫陳成自免去官眞定劉都等謀舉兵發覺皆誅眞定常山,-1,,
380226,漢書,號,23,滕令奉車故號滕公及曽孫,尚平陽公主坐與父御婢姧自殺國除初嬰為滕令奉車故號滕公及曽孫頗尚主主隨外家姓,-1,,
462919,漢書,與,32,曰序周曰庠與孟子同郡國,冩本脱正博二字而師古因曲為之説耳殷曰庠周曰序○史記作殷曰序周曰庠與孟子同郡國縣官○按史記作郡國,-1,,
429282,漢書,王,17,而至今無名王大人見將軍,延壽湯因讓之我為單于逺来而至今無名王大人見將軍受事者何單于忽大計,-1,,
425345,漢書,叩,25,夫門御史爲叩頭謝廼去人,復自救邪後兩家奴爭道霍氏奴入御史府欲躢大夫門御史爲叩頭謝廼去人以謂霍氏顯等始知憂㑹魏大夫為丞相,-1,,
408753,漢書,振,29,貫金聲而玉振之以順成天,數年使羣臣得人自盡終莫能成唯天子建中和之極兼總條貫金聲而玉振之以順,-1,,
431440,漢書,相,25,字長卿沛郡相人也以魯詩,至定國為丞相永為御史大夫封侯傳世云薛廣德字長卿沛郡相人也以魯詩教授楚國龔勝舍師事焉蕭望之為御史大夫除廣德為屬數與論,-1,,
423786,漢書,或,31,觸不急之法或下廷尉而死,夫䳒鵲遭害則仁鳥増逝愚者䝉戮則知士深退間者愚民上疏多觸不急之法或下廷尉而死,-1,,
436240,漢書,為,23,吉相善時吉為光祿大夫予,遷揚州刺史考案郡國守相多所貶退相與丙吉相善時吉為光祿大夫予相書曰朝廷已深知弱翁治行方且大用矣願少愼事自重臧器于身相心,-1,,
479294,漢書,辟,22,東與婼羌接辟南不當道精,一人西北至都䕶治所二千五百五十八里東與婼羌接辟南不當道精絶國王治精絶城去長安八千八百二十里户四百八十口三千三百六十勝兵五百,-1,,
369445,漢書,相,19,説樂欒字形相似未知孰是,誤是也但本書表作樂説史表作欒説樂欒字形相似未知孰是黥布傳徴兵九江,-1,,
492702,漢書,於,23,治黄帝園位於上都橋畤虞,金涉箕閎陽並等子皆為男遣騎都尉囂等分治黄帝園位於上都橋畤虞帝於零陵九疑胡王於淮陽陳敬王於齊,-1,,
447851,漢書,王,31,平王又立思王孫成都為中,國除元始元年王莽欲反哀帝政白太皇太后立雲太子開明為東平王又立思王孫成都為中山王開明立三年薨無子復立開明兄嚴鄉侯信子匡為東,-1,,
354274,漢書,見,25,難上政兹謂見過日黑居仄,公行兹謂不伸厥異日黑大風起天無雲日光晻不難上政兹謂見過日黑居仄大如彈丸成帝河平元年正月壬寅朔日月俱在營室時日出赤二月癸未日,-1,,
406619,漢書,相,25,上聞之乃遣相如責唐䝉等,發轉漕萬餘人用軍興法誅其渠率巴蜀民大驚恐上聞之乃遣相如責唐䝉等因諭告巴蜀民以非上意檄曰告巴蜀,-1,,
357363,漢書,於,18,也伯夷能禮於神以佐堯伯,干也姜伯夷之後也嬴伯益之後也伯夷能禮於神以佐堯伯益能儀百物以佐舜其後皆不失祠而未有興者周衰將起不可偪也桓公從其言乃東寄,-1,,
421433,漢書,令,23,自省作車又令耕者自轉以,流朕忍之乆矣終不自革迺以邊為援使内郡自省作車又令耕者自轉以困農煩擾畜者重馬傷耗武備衰減下吏妄賦百姓流亡又詐為詔書以姦傳朱,-1,,
469488,漢書,更,22,髙安侯賢未更事理為大司,調菑害並臻元元蒙辜夫三公鼎足之輔也髙安侯賢未更事理為大司馬不合衆心非所以折衝綏逺也其收,-1,,
465610,漢書,縣,29,當為請没入縣官奏可富人,言商賈或豫收方上不祥器物冀其疾用欲以求利非民臣所當為請没入縣官奏可富人亡財者皆怨出錢,-1,,
372616,漢書,敗,16,也春秋舉成敗録禍福如此,亂又曰尹氏殺王子克甚之也春秋舉成敗録禍福如此類甚衆皆隂盛而陽微下失臣道之所致也故書曰臣之有作威作福害于而家凶,-1,,
403801,漢書,所,21,其徳也樂者所以變民風化,不得雅頌之樂不成故王者功成作樂樂其徳也樂者所以變民風化民俗也其變民也易其化人也著故聲發於和而本於情接於肌膚臧於骨髓故王道雖,0,s-qʰraʔ,place (n.); that which
441592,漢書,殺,22,待罪京兆坐殺賊捕掾絮舜,隨使者詣公車上書曰臣前幸得備位列卿待罪京兆坐殺賊捕掾絮舜舜本臣敞素所厚吏,-1,,
497544,漢書,更,22,人不可信莽更發越騎士為,明堂辟雍火照城中或謂莽曰城門卒東方人不可信莽更發越騎士為衛門置六百人各一校尉十月戊申朔兵從宣平城門入民間所,-1,,
396158,漢書,魏,21,軍為相必讓魏其魏其為相,天下士歸之今將軍初興未如即上以將軍為相必讓魏其魏其為相將軍必為太尉太尉相尊等耳有讓賢名蚡乃微言太后風上於是廼以嬰為,-1,,
406509,漢書,作,20,如果相如自作何以自述鄙,傳相如自作子長錄之班氏曽無増損如果相如自作何以自述鄙事而不諱耶觀賦後有,-1,,
399266,漢書,王,26,年薨子殷嗣王莽時絶六安,十四年薨子頃王音嗣五十四年薨子共王授嗣十四年薨子殷嗣王莽時絶六安共王慶立三十八年薨子夷王禄嗣十年薨子繆王,-1,,
419309,漢書,校,16,貫朽而不可校廼探平城之,粟紅腐而不可食都内之錢貫朽而不可校廼探平城之事錄冒頓以來數為邊害籍兵,-1,,
409525,漢書,輩,22,面欺使使八輩簿責湯湯具,驚曰固宜有减宣亦奏謁居事上以湯懐詐面欺使使八輩簿責湯湯具自道無此不,-1,,
384150,漢書,為,19,諸父辯博善為文辭甚尊重,餘萬言時武帝方好藝文以安屬為諸父辯博善為文辭甚尊重之每為報書及賜常召司,-1,,
463149,漢書,選,22,侯公卿缺則選諸所表以次,理效輒以璽書勉厲増秩賜金或爵至闗内侯公卿缺則選諸所表以次用之是故漢世良吏於是為盛稱中興焉若趙廣漢韓延夀尹翁歸嚴延,-1,,
476599,漢書,正,1,唐正議大夫行秘,唐正議大夫行秘書少監琅邪縣開國子顔師古注南夷君長以十數夜,-1,,
416255,漢書,少,16,大夫行秘書少監琅邪縣開,前漢書卷六十四上唐正議大夫行秘書少監琅邪縣開國子顔師古注嚴朱吾丘主父徐嚴終王賈傳第三十四上嚴助會稽吳人嚴,-1,,
488871,漢書,奉,31,公諸侯卿士奉上皇太后璽,歴代為母昭然著明予祗畏天命敢不欽承謹以令月吉日親率羣公諸侯卿士奉上皇太后璽􁀍以當,-1,,
472681,漢書,范,25,河度遼將軍范明友三萬餘,軍遣御史大夫田廣明為祁連將軍四萬餘騎出西河度遼將軍范明友三萬餘騎出張掖前將軍韓増三萬餘騎出雲中後將軍趙充國為蒲類將軍三萬餘騎,-1,,
358767,漢書,豹,28,在其旁西門豹不知用是不,起進曰魏氏之行田也以百畝鄴獨二百畝是田惡也漳水在其旁西門豹不知用是不智也知而不興是不仁也仁智豹未之盡何足法也於是以,-1,,
443022,漢書,為,30,有忠臣姦邪為之不起司隸,為文吏所詆挫上書頌寛饒曰臣聞山有猛獸藜藿為之不采國有忠臣姦邪為之不起司隸校尉寛饒居不求安食不求飽進有憂國之,-1,,
376435,漢書,望,29,曰朕乃安敢望先帝參曰陛,乃者我使諌君也參免冠謝曰陛下自察聖武孰與髙皇帝上曰朕乃安敢望先帝參,-1,,
497259,漢書,并,31,尺白刄叢棘并一坎而埋之,司馬官屬吏士為忠所詿誤謀反未發覺者收忠宗族以醇醯毒藥尺白刄叢棘并一坎,-1,,
391747,漢書,識,23,見則足以相識驩愛之心足,長則共事夜戰聲相知則足以相救晝戰目相見則足以相識驩愛之心足以相死如此,-1,,
423503,漢書,宿,21,主禮因留雲宿從容謂雲曰,皆敬事焉薛宣為丞相雲往見之宣備賓主禮因留雲宿從容謂雲曰在田野亡事且留我東閤可以觀四方奇士,-1,,
395338,漢書,於,20,而已不絶之於彼而救之於,炊之百人揚之無益也不如絶薪止火而已不絶之於彼而救之於此譬猶抱薪而救火也養由基楚之善射者也,-1,,
349205,漢書,下,28,爵其賊臣天下不附矣後三,趙簒晉君而分其地威烈王命以為諸侯天子不恤同姓而爵其賊臣天下不附矣後三世周致徳祚於秦其後秦遂滅,-1,,
472627,漢書,中,32,桓烏桓時新中匈奴兵明友,出遼東匈奴聞漢兵至引去初光誡明友兵不空出即後匈奴遂擊烏桓烏桓時新中匈奴兵明友既後匈奴因乗烏桓敝擊之斬首六千餘級獲三王首還,-1,,
429208,漢書,數,24,副王抱闐將數千騎宼赤谷,北道入赤谷過烏孫渉康居界至闐池西而康居副王抱闐將數千騎宼赤谷城東殺略大昆彌千餘人敺畜産甚多從後,-1,,
482423,漢書,將,22,聞之與其右將股鞮左將尸,公甄豐爲右伯當出西域車師後王須置離聞之與其右將股鞮左將尸泥支謀曰聞甄公爲西域太伯當出故事給使者牛羊榖芻茭導譯前五威將過,-1,,
381576,漢書,召,19,府中嘉為檄召通詣丞相府,以不肅上曰君勿言吾私之罷朝坐府中嘉為檄召通詣丞相府不來且斬通通恐入言上上曰汝第往吾今使人召若通至詣丞相府免冠徒跣頓首謝嘉嘉坐自,-1,,
323974,漢書,難,19,景遭七國之難抑損諸侯減,長沙燕代雖有舊名皆亡南北邊矣景遭七國之難抑損諸侯減黜其官武有衡山淮南之謀作左官之律設附益之法諸侯,-1,,
342055,漢書,分,24,有離合易曰分隂分陽迭用,丁天子親合祀天墬于南郊㠯髙帝髙后配隂陽有離合易曰分隂分陽迭用柔剛以日冬至使有司奉祠南郊髙帝配而望羣陽日夏至使有司,-1,,
359475,漢書,敗,29,淤絶水則為敗不可許公卿,域孫禁所欲開者在九河南篤馬河失水之迹䖏埶平夷旱則淤絶水則為敗不可許公卿皆從商言先是谷永以為河,-1,,
315446,漢書,深,30,寗侯魏遫也深澤侯趙將夜,武為大將軍將四將軍○按四將軍昌侯盧卿也共侯盧罷師也寗侯魏遫也深澤侯趙將夜也見史記將相名臣表作顧成廟注因即為名○監夲脱名字,-1,,
487047,漢書,中,21,由恐因誣言中山太后祝詛,病病發怒去西歸長安尚書簿責擅去状由恐因誣言中山太后祝詛上及太后太后即傅昭儀也素常怨馮太后,-1,,
424385,漢書,出,20,目美須䫇毎出入下殿門止,人沈静詳審長財七尺三寸白晢疏眉目美須䫇毎出入下殿門止進有常處郎僕射竊識視之不失尺寸其資性端正如此初輔幼主政自己出,-1,,
326681,漢書,無,18,無辛巳九月無丙戌閏月羣,表乃云云以長歴推之八年七月無辛巳九月無丙戌閏月羣臣迎代邸無食其名二表皆誤孝文十年廷尉昌廷尉嘉○按張釋之,-1,,
425128,漢書,車,18,太僕以軨獵車迎曾孫就齋,徳至曾孫家尚冠里洗沐賜御衣太僕以軨獵車迎曾孫就齋宗正府入未央宮見皇太后封為陽武侯已而光奉上皇帝璽綬謁于髙廟是為孝宣皇帝眀年下詔,-1,,
316136,漢書,復,30,復二筭九十復甲卒行三銖,儀之言亂國政請皆罷奏可春二月赦天下賜民爵一級年八十復二筭九十復甲卒行三銖錢夏四月己巳詔曰古之立教鄉里以齒朝廷以爵扶世導民莫善,-1,,
410881,漢書,無,25,離制度之生無厭天下將蒙,女徳是以佩玉晏鳴闗睢歎之知好色之伐性短年離制度之生無厭天下將蒙化陵夷而成俗也故詠淑女㡬以配上忠,-1,,
363799,漢書,上,27,方千里必居上游徙之長沙,王之諸將皆曰善羽廼陽尊懐王為義帝曰古之王者地方千里必居上游徙之長沙都郴廼分天下以王諸侯羽與范增疑沛公業已講解又惡背約恐諸侯叛之,-1,,
447068,漢書,言,21,王賜之少博言負責數百萬,願留守墳墓獨不徙王恨之後博至淮陽王賜之少博言負責數百萬願王為償王不許,-1,,
468361,漢書,間,30,大夫文帝時間如通家游戲,好外交雖賜洗沐不欲出於是文帝賞賜通鉅萬以十數官至上大夫文帝時間如通家游戲然通無他技能不能有所薦,-1,,
329842,漢書,正,26,人正加二推正月朔以月法,名曰閏餘閏餘十二以上嵗有閏求地正加積月一求人正加二推正月朔以月法乘積月盈日法得一名曰積日,-1,,
401523,漢書,中,29,終根皆拜為中郎賜帛各二,屬國秩中二千石賜錢二百萬公田二頃宅一區常恵徐聖趙終根皆拜為中郎賜帛各二百匹其餘六人老歸家賜,-1,,
422330,漢書,盛,21,焉惲家方隆盛時乘朱輪者,各言爾志之義故敢略陳其愚唯君子察焉惲家方隆盛時乘朱輪者十人位在列卿爵為通侯總領從官與聞政事曾不能以此時有,-1,,
349141,漢書,為,25,深八尺三石為足石立處有,聲民視之有大石自立髙丈五尺大四十八圍入地深八尺三石為足石立處有白烏數千集,-1,,
468870,漢書,奉,17,淫於聲色不奉法度初許皇,賂遺賞賜亦絫鉅萬多畜妻妾淫於聲色不奉法度初許皇后坐執左道廢處長定,-1,,
456137,漢書,上,31,災異前後所上四十餘事畧,等不能洽浹如劉向父子及揚雄也其於天官京氏易最密故善言災異前後所上四十餘事畧相反覆専攻上身與後宫而已黨,-1,,
386065,漢書,間,20,人當起東南間不一歲陳吳,客謂高皇帝曰時可矣高帝曰待之聖人當起東南間不一歲陳吳大呼劉項並和,-1,,
331212,漢書,為,31,尊敬上之心為制朝覲之禮,接長㓜之序為制鄉飲之禮有哀死思遠之情為制喪祭之禮有尊尊敬上之心為制朝覲之禮,-1,,
460994,漢書,教,16,師傅小者友教士大夫或隱,之徒散遊諸侯大者為卿相師傅小者友教士大夫或隱而不見故子張居陳澹臺子羽居楚子夏居西河子貢終於齊,-1,,
431599,漢書,王,27,聖漢受命而王繼體承業二,三十年之間道德和洽制禮興樂災害不生禍亂不作今聖漢受命而王繼體承業二百餘年孜孜不怠政令清矣然風俗未和陰陽,-1,,
346540,漢書,成,20,象仍見明年成都侯商薨弟,位充塞朝廷兩宫親屬將害國家故天象仍見明年成都侯商薨弟曲陽侯根代為大司馬秉政後四年根乞骸骨薦兄子新都侯莽自代遂覆國焉,-1,,
418412,漢書,於,16,不聊生自經於道樹死者相,餘年丁男被甲丁女轉輸苦不聊生自經於道樹死者相望及秦皇帝崩天下大畔陳勝吳廣舉陳武臣張耳舉趙項梁舉吳田儋舉齊景駒舉郢周市,-1,,
456837,漢書,為,29,大司空武更為大司空封汜,尉武為御史大夫成帝欲脩辟雍通三公官即改御史大夫為大司空武更為大司空封汜鄉侯食邑千户氾鄉在琅邪不其哀帝初,-1,,
341086,漢書,於,26,又祠太室山於即墨三戸山,言為隨侯劍寳玉寳璧周康寳鼎立四祠於未央宫中又祠太室山於即墨三戸山於下密祠天封苑火井於鴻門又立歲星辰星太白熒,-1,,
465507,漢書,鄉,22,何對曰名遺鄉上曰用遺汝,侯者得東歸不上曰女欲不貴矣女鄉名為何對曰名遺鄉上曰用遺汝矣於是賜小史爵闗内侯食遺鄉六百户上以廣明連禽大姦徵入為大鴻臚擢廣明,-1,,
343764,漢書,去,19,分日至婁角去極中而晷中,表而晷景長丈三尺一寸四分春秋分日至婁角去極中而晷中立八尺之表而晷景長七尺三寸六分此日去極逺,-1,,
466991,漢書,相,30,改也是故代相陳豨從車千,公死黨之議成守職奉上之義廢矣及至漢興禁網疏闊未之匡改也是故代相陳豨從車千乘而呉濞淮南皆招賔客以千數,-1,,
413095,漢書,傳,22,為法六蓺經傳以千萬數累,故曰四時之大順不可失也夫儒者以六蓺為法六蓺經傳以千萬數累世不能通其學當年不能究其禮故曰博而寡要勞而,-1,,
403555,漢書,稱,27,巨澤大湖通稱為海如蘇武,餘里則其地正在大漠安能及絶逺之北海哉且塞外遇巨澤大湖通稱為海如蘇武,-1,,
458867,漢書,許,30,吾纍之獨見許精瓊靡與秋,虖重華舒中情之煩或兮恐重華之不纍與陵陽侯之素波兮豈吾纍之獨見許精瓊靡與秋菊兮将以延夫天年臨汨羅而自隕兮恐日,-1,,
379591,漢書,酈,23,城先登西至酈以郤敵斬首,鄉南攻秦軍於犨破南陽守齮於陽城東攻宛城先登西至酈以郤敵斬首十四級捕虜四十人賜重封攻武闗至霸上斬都尉一人首十級捕虜百四十,-1,,
443663,漢書,三,24,千石賜黄金三十斤蠻夷安,頗不安上以寳著名西州拜為廣漢太守秩中二千石賜黄金三十斤蠻夷安輯吏民稱之徵為,-1,,
484932,漢書,長,25,朝皇太后於長樂宫親奉案,許后起微賤登至尊日淺從官車服甚節儉五日一朝皇太后於長樂宫親奉案上食以婦道共養及霍后立亦脩許后故事而皇太后親霍,-1,,
361096,漢書,先,23,輔禮制易曰先王以明罸飭,一十七篇法家者流蓋出於理官信賞必罸以輔禮制易曰先王以明罸飭法此其,-1,,
423061,漢書,相,30,而俗人競以相髙靡財單幣,制禮今則越之吾是以臝𦵏将以矯世也夫厚𦵏誠亡益於死者而俗人競以相髙靡財單幣腐之地下或廼今日入而明日發此真,-1,,
430281,漢書,累,23,家素無文帝累年節儉富饒,以快讒豈不痛哉且安不忘危盛必慮衰今國家素無文帝累年節儉富饒之畜又無,-1,,
333539,漢書,守,27,守内刖者使守囿完者使守,者也凡殺人者踣諸市墨者使守門劓者使守關宫者使守内刖者使守囿完者使守積其奴男子入于罪隸女子入舂槁凡有爵者與七十者與未齓者皆,-1,,
369385,漢書,傳,32,四考證韓信傳項王意烏猝,世以無嗣絶慶流支庶有以矣夫著于甲令而稱忠也前漢書卷三十四考證韓信傳項王意烏猝嗟○史記作喑噁叱咤又言語,-1,,
420848,漢書,行,18,形君子有常行君子道其常,匈匈而易其行天有常度地有常形君子有常行君子道其常小人計其功詩云禮義之不愆何恤人之言故曰水至,-1,,
496402,漢書,反,31,賊欲解散或反遮撃恐入山,又不能躬率吏士戰則為賊所破吏氣寖傷徒費百姓前幸蒙赦令賊欲解散或反遮撃恐入山谷轉相告語故郡縣降賊皆,-1,,
353367,漢書,綫,20,中國不絶若綫之象也劉向,舒以為宿在心心為明堂文武之道廢中國不絶若綫之象也劉向以為時戎侵曹魯夫人淫於慶父,-1,,
438612,漢書,天,30,則感動天地天變見於星氣,可明猶巢居知風穴處知雨亦不足多適所習耳臣聞人氣内逆則感動天地天變見於星氣日蝕地變見於,-1,,
387238,漢書,反,18,歸難乎君其反室慶素質見,貧而請益賦動危之而辭位欲安歸難乎君其反室慶素質見詔報反室自以為得許欲上,-1,,
326624,漢書,中,21,固請得宿衛中太后乃以為,公卿表下十二年○按陳平傳高帝崩平固請得宿衛中太后乃以為郎中令惠帝六年為左丞相据此則是年郎中令一格應書曲逆侯陳,-1,,
391366,漢書,能,25,匈奴之足弗能給也此中國,笥木薦弗能支也下馬地鬭劒㦸相接去就相薄則匈奴之足弗能給也此中國之長技也以此觀之,-1,,
415617,漢書,樂,20,苦心何用為樂心所喜出入,駐待路黄泉下兮幽深人生要死何為苦心何用為樂心所喜出入無悰為樂亟蒿里召兮郭門閱死不得取代庸身自逝左右悉更涕泣奏酒至雞鳴時,-1,,
411580,漢書,左,25,也宜徴博置左右以填天下,見朱博忠信勇猛材畧不世出誠國家雄俊之寳臣也宜徴博置左右以填天下此人在朝則陛下可髙枕而卧矣昔諸吕欲危劉,-1,,
380640,漢書,夫,31,寛以魏五大夫騎將從為舍,至孫彊有罪絶武帝復封嬰孫賢為臨汝侯奉嬰後後有罪國除傅寛以魏五大夫騎將從為舍人起橫陽從攻,-1,,
450496,漢書,女,17,李貴人家内女執左道以亂,有固疾後有耿定事更詭道因李貴人家内女執左道以亂政誣罔誖大臣節故應是而日蝕周書曰以左道事君者誅易曰日中見昧,-1,,
345990,漢書,桓,23,年五月辛卯桓釐宫災董仲,矣京房易傳曰君不思道厥妖火燒宫哀公三年五月辛卯桓釐宫災董仲舒劉向以為此二宫不當立違禮者,-1,,
429120,漢書,畫,29,宛常為康居畫計欲降服之,其天性也西域本屬匈奴今郅支單于威名逺聞侵陵烏孫大宛常為康居畫計欲降服之,-1,,
394326,漢書,方,25,名聞方昭四方鄉風今從豪,聼之願少須臾母死思見徳化之成也今功業方就名聞方昭四方鄉風今從豪俊之臣方正之士直與之日日獵射擊兔伐狐以傷大業絶天下之望臣竊悼,-1,,
441649,漢書,傅,22,先帝名臣宜傅輔皇太子上,清頃之宣帝崩元帝初即位待詔鄭朋薦敞先帝名臣宜傅輔皇太子上以問前將軍蕭望之望之以為敞能吏任治煩亂材輕非師傅之器天子使使,-1,,
426059,漢書,女,18,十年賜出宮女不敢近上欲,節日磾自在左右目不忤視者數十年賜出宮女不敢近上欲納其女後宮不肯其篤慎如此,-1,,
315654,漢書,三,26,與匈奴和親三年冬十二月,太后崩六月丞相嘉薨封故相國蕭何孫係為列侯秋與匈奴和親三年冬十二月詔曰襄平侯嘉子恢説不孝謀反欲以殺嘉大逆無道其赦嘉為襄平侯,-1,,
433003,漢書,仆,19,誠恐一旦蹎仆氣竭不復自,年十二非有在家為臣具棺椁者也誠恐一旦蹎仆氣竭不復自還洿席薦於宫室骸骨弃捐孤魂不歸不勝私願願乞,-1,,
381740,漢書,復,30,央宮作亂窋復馳語太尉則,也窋即以其語馳告丞相太尉及呂禄已去北軍相國産欲入未央宮作亂窋復馳語太尉則窋固非不與大臣共謀誅諸呂者也但代,-1,,
347800,漢書,無,26,字崇聚票輕無誼之人以為,乗之至貴樂家人之賤事厭高美之尊稱好匹夫之卑字崇聚票輕無誼之人以為私,-1,,
368817,漢書,飲,29,厚餽遺從姬飲醫家姬侍王,旁郡警急布有所幸姬病就醫醫家與中大夫賁赫對門赫乃厚餽遺從姬飲醫家姬侍王從容語次譽赫長者也王怒曰女安從,-1,,
